DeviceSN	10039
LaserWavelength_nm	785
Exposure_ms	5000
GainMultiplier	1
LaserCurrent_mA	250
LaserPower_mW	90.7130737
RepetitionCount	3
Tags	
362	-1.74840295e-06
364	0.0491234027
366	0.0777639598
368	0.0896993428
370	0.105738759
372	0.135994717
374	0.171556145
376	0.205388904
378	0.234587282
380	0.258126408
382	0.272121221
384	0.268238068
386	0.252111197
388	0.239731282
390	0.233433336
392	0.226898313
394	0.213245749
396	0.1944381
398	0.179856032
400	0.170015737
402	0.152925253
404	0.12186408
406	0.0850444287
408	0.0624446496
410	0.0663845912
412	0.0883990079
414	0.107803628
416	0.112736821
418	0.104694091
420	0.0883723497
422	0.072630167
424	0.0640616044
426	0.0601303577
428	0.0538965054
430	0.0406233482
432	0.0216046162
434	0.0183830261
436	0.0341073275
438	0.0563292503
440	0.0760724097
442	0.0865577012
444	0.0818673
446	0.065993987
448	0.0513797626
450	0.0483189002
452	0.0617750883
454	0.0811114311
456	0.0956485271
458	0.11851573
460	0.163129419
462	0.230132908
464	0.31035471
466	0.389812529
468	0.469306409
470	0.548477709
472	0.605192661
474	0.621289074
476	0.596973479
478	0.548530817
480	0.496454477
482	0.435492098
484	0.362263203
486	0.29823041
488	0.256552279
490	0.226208925
492	0.186136797
494	0.130000666
496	0.0848264694
498	0.0665916577
500	0.0719679222
502	0.0930839404
504	0.11830917
506	0.134477064
508	0.131293535
510	0.109382704
512	0.0903814584
514	0.0894041881
516	0.0984009877
518	0.101188496
520	0.088167347
522	0.0650762692
524	0.0473977737
526	0.0430774651
528	0.0485528298
530	0.0545136146
532	0.0502827168
534	0.0380871296
536	0.030421257
538	0.0351546593
540	0.0474625453
542	0.0567064285
544	0.0549372025
546	0.0465392284
548	0.0361838713
550	0.0242124796
552	0.0187067185
554	0.0254395399
556	0.0359495506
558	0.0405527726
560	0.0302728415
562	0.0106728077
564	0.00327893114
566	0.0178209152
568	0.0502150841
570	0.0797788352
572	0.0857781172
574	0.0755105019
576	0.064821437
578	0.0631159917
580	0.067880787
582	0.062264841
584	0.0474557467
586	0.0377733298
588	0.0430729017
590	0.0673482418
592	0.0867617875
594	0.0834272727
596	0.069813408
598	0.0615152903
600	0.0669659823
602	0.0795108452
604	0.0829493627
606	0.0804479867
608	0.0755796432
610	0.0669290647
612	0.0561132059
614	0.0461094379
616	0.0501336269
618	0.0701711997
620	0.0882494077
622	0.0929904357
624	0.0850317925
626	0.0761504173
628	0.0692251921
630	0.0507516488
632	0.0225427542
634	0.0011895895
636	0.000331838906
638	0.0187905245
640	0.040623825
642	0.0524118319
644	0.0528676137
646	0.0418545008
648	0.0303227901
650	0.0219196882
652	0.0148148546
654	0.0105217705
656	0.00293433666
658	0.000342528016
660	0.0113314781
662	0.0418533497
664	0.0792265758
666	0.0975402221
668	0.077381447
670	0.0371855497
672	0.0106849661
674	0.00911732577
676	0.031318903
678	0.0599908046
680	0.077943325
682	0.0870341063
684	0.0876199007
686	0.0834573135
688	0.0824117661
690	0.0799739733
692	0.0717974901
694	0.0543843098
696	0.0318248644
698	0.0162946396
700	0.0107367039
702	0.023304265
704	0.0520373993
706	0.0696117133
708	0.0677534342
710	0.0473366603
712	0.0284815617
714	0.0324289799
716	0.0441076383
718	0.0552589111
720	0.061133109
722	0.0661162958
724	0.0750072822
726	0.081550397
728	0.0816409588
730	0.0809892789
732	0.0840429515
734	0.0823922977
736	0.0729486123
738	0.0702740327
740	0.0751774311
742	0.0741731375
744	0.0636145324
746	0.0532394275
748	0.0668050423
750	0.103583016
752	0.133590609
754	0.144656658
756	0.138825983
758	0.123881429
760	0.113985062
762	0.1076831
764	0.102695473
766	0.0985250548
768	0.0878193378
770	0.0717732906
772	0.0550852567
774	0.0440684967
776	0.0454639606
778	0.0541342907
780	0.0591013432
782	0.0536028519
784	0.0381881408
786	0.0207240582
788	0.00982427597
790	0.00740170479
792	0.0120876627
794	0.0211564694
796	0.0343085937
798	0.0520986728
800	0.0694773197
802	0.0827560425
804	0.0882635117
806	0.10161297
808	0.135833502
810	0.175432533
812	0.198572248
814	0.1956563
816	0.194308683
818	0.229005113
820	0.289736658
822	0.348172814
824	0.386402756
