file,intensity_column,num_points,mean,median,std,min,max,range,num_peaks
peak_dataset_1.csv,Raman intensity,101,1668.5677584158416,843.3129,2776.7270951549176,695.4457,15822.8463,15127.400599999999,2
peak_dataset_2.csv,Raman intensity,101,977.4214702970298,810.4261,1005.2805421801635,657.2898,8817.4332,8160.143399999999,2
peak_dataset_3.csv,Raman intensity,101,1896.599236633663,847.5207,2742.9577436225313,704.849,12319.4482,11614.5992,1
peak_dataset_4.csv,Raman intensity,101,1005.8797108910893,810.6549,716.4662413025254,637.8609,5084.2532,4446.3923,4
peak_dataset_5.csv,Raman intensity,101,1298.1154732673267,813.3908,2322.8667380562824,634.515,16797.5091,16162.9941,1
