DeviceSN	10039
LaserWavelength_nm	785
Exposure_ms	5000
GainMultiplier	1
LaserCurrent_mA	250
LaserPower_mW	90.7130737
RepetitionCount	3
Tags	
382	-1.54972076e-06
384	0.0413677692
386	0.0805186406
388	0.107539892
390	0.128580689
392	0.150171205
394	0.164353371
396	0.166620016
398	0.16238901
400	0.163040757
402	0.170905635
404	0.166591525
406	0.137772843
408	0.101710118
410	0.0821280479
412	0.0878929347
414	0.102508068
416	0.0996732265
418	0.075491026
420	0.0483580828
422	0.0336743966
424	0.0359684639
426	0.0537306853
428	0.079667449
430	0.109387837
432	0.14009726
434	0.165724039
436	0.191394836
438	0.225086451
440	0.260005057
442	0.290886939
444	0.316137403
446	0.330586463
448	0.330135018
450	0.316297024
452	0.287006289
454	0.246228382
456	0.198912665
458	0.141433954
460	0.0847059041
462	0.0466318093
464	0.0266488399
466	0.0233760681
468	0.0241720676
470	0.0221709404
472	0.0224101543
474	0.0308939219
476	0.0482278243
478	0.0694094524
480	0.0791145563
482	0.0714486465
484	0.0512186661
486	0.0263749361
488	0.00802202988
490	0.00709700631
492	0.0295491219
494	0.0646047592
496	0.0852390155
498	0.0814741403
500	0.0746313334
502	0.0895367414
504	0.122944236
506	0.143996865
508	0.131587625
510	0.0963393077
512	0.0630824193
514	0.0497249365
516	0.0527025089
518	0.0561561175
520	0.0551782809
522	0.0600019693
524	0.0793845281
526	0.110352233
528	0.133840159
530	0.135175824
532	0.120005846
534	0.105963513
536	0.103737921
538	0.112289034
540	0.125461608
542	0.136871189
544	0.141757965
546	0.137309387
548	0.12954478
550	0.128002524
552	0.138203144
554	0.161256075
556	0.187385887
558	0.194370389
560	0.173325151
562	0.136948347
564	0.111500502
566	0.114166945
568	0.132217616
570	0.146448612
572	0.150709599
574	0.144697264
576	0.134728938
578	0.126468629
580	0.125383258
582	0.135227486
584	0.141908139
586	0.133802846
588	0.113938212
590	0.09109433
592	0.0761268958
594	0.0671544448
596	0.0655504912
598	0.080990836
600	0.10728085
602	0.126322389
604	0.118688196
606	0.0813693628
608	0.037996769
610	0.00803037453
612	0.00583771896
614	0.0326890163
616	0.0641284436
618	0.0716676265
620	0.0480804816
622	0.0148553057
624	0.00447253371
626	0.0159503222
628	0.0397037677
630	0.0697644576
632	0.0945835486
634	0.099822402
636	0.079287529
638	0.0466171876
640	0.0274666548
642	0.0223836116
644	0.0222461633
646	0.0225377474
648	0.0254401378
650	0.0354410224
652	0.0460160784
654	0.0439098477
656	0.0314944573
658	0.0201639142
660	0.0205174107
662	0.0255324449
664	0.0259465575
666	0.0187750664
668	0.0156072769
670	0.0205449257
672	0.0320152231
674	0.038544137
676	0.0407639332
678	0.0377986021
680	0.0307029486
682	0.0261149798
684	0.0205898676
686	0.0107483864
688	0.00181523955
690	0.00795590878
692	0.0459410772
694	0.102701664
696	0.129151464
698	0.109933332
700	0.0652760267
702	0.0365735702
704	0.0403947458
706	0.0606828928
708	0.0892709494
710	0.113225415
712	0.121404409
714	0.12061052
716	0.118911147
718	0.128933311
720	0.155424044
722	0.196693495
724	0.250761658
726	0.299253792
728	0.327860415
730	0.341787279
732	0.357270002
734	0.390308917
736	0.434654474
738	0.476163745
740	0.508445919
742	0.528000295
744	0.535402358
746	0.533341944
748	0.532530665
750	0.539810836
752	0.54526633
754	0.539936066
756	0.524199247
758	0.514956117
760	0.52367574
762	0.535083771
764	0.53146261
766	0.505669117
768	0.466791749
770	0.434723139
772	0.414897025
774	0.400046229
776	0.389310688
778	0.381343842
780	0.374947637
782	0.369809717
784	0.365984142
786	0.369125366
788	0.38699159
790	0.40990901
792	0.425115764
794	0.43004179
796	0.434154183
798	0.450721323
800	0.488115847
802	0.547286034
804	0.611081362
806	0.66148597
808	0.690403283
810	0.698014677
812	0.688188314
814	0.665143013
816	0.629643142
818	0.60289979
820	0.591913104
822	0.561524928
824	0.489284098
826	0.391003281
828	0.301736593
830	0.239577144
832	0.182501331
834	0.11439164
836	0.0615294799
838	0.0330343246
840	0.0171330776
842	0.00472617149
844	-2.22524022e-06
846	0.0107307434
848	0.0285703354
850	0.0300625153
852	0.0235226937
854	0.0296293087
856	0.0532681122
858	0.0765075684
